model,epoch,lr,seconds,train_precision,train_recall,train_f1,train_iou,train_dice,train_accuracy,train_loss,val_precision,val_recall,val_f1,val_iou,val_dice,val_accuracy,val_loss
siamese_temporal_attention_unet,1,0.00035812440807984333,90.4256112575531,0.444424150949416,0.7216164262691285,0.5500730357380175,0.37937986834355597,0.5500730829124519,0.9488322397296346,0.5953208982274774,0.4928761986847521,0.8333248114170656,0.6194022342348938,0.44864790980648067,0.619402280939906,0.9570234268903718,0.4154387980524916
siamese_temporal_attention_unet,2,0.0003578593607190767,90.4628758430481,0.6667259647913473,0.7975882466485102,0.7263096305192507,0.5702404020690869,0.7263096801199206,0.9738920790425845,0.3494208166940828,0.6896646800686956,0.8748403916104265,0.7712937351860958,0.6277283981694253,0.7712937844856437,0.9782273620367035,0.23519034472383282
siamese_temporal_attention_unet,3,0.00035741790576041335,90.44597268104553,0.7229328527090351,0.8227707149045452,0.76962744219883,0.6255239669124019,0.7696274919902315,0.97859362484364,0.2758816848812478,0.8465593925884896,0.7974308553020949,0.8212610023678685,0.6967285283496303,0.8212610523232288,0.9854335039854034,0.2175242723685642
siamese_temporal_attention_unet,4,0.0003568004788666,90.59213662147522,0.7603659460992439,0.8339848517761734,0.7954756781562388,0.6604065576541646,0.7954757280496316,0.9814010427239234,0.24165301179366835,0.8643154482688559,0.819457878298485,0.8412890858634465,0.7260561386287901,0.8412891358279716,0.9870248585939392,0.18107899702499708
siamese_temporal_attention_unet,5,0.00035600768936343795,90.43034076690674,0.7773840288136733,0.8499131858384175,0.8120322335690573,0.6835474332934366,0.8120322834697307,0.9829294697622233,0.22172142309084367,0.7334675722890416,0.9025433659012245,0.8092687347701907,0.6796401853940244,0.8092687842361769,0.9821465909481033,0.19960887472802824
siamese_temporal_attention_unet,6,0.00035504031963845225,90.41312980651855,0.7939139764902247,0.8626803149763338,0.8268698274372089,0.7048407174849147,0.8268698773510512,0.984321362784739,0.20605823857385372,0.7831700804219948,0.8858340186373993,0.8313444627734005,0.7113683386902672,0.8313445125842246,0.9849167168140396,0.1681762104709037
siamese_temporal_attention_unet,7,0.00035389932436876944,90.07755327224731,0.8015211133509023,0.8652666189579328,0.8321748579264056,0.7125852265458229,0.8321749078532725,0.9848580564005989,0.19582899209331678,0.6677385842433805,0.9307058135091926,0.777591193355167,0.6361139323603813,0.7775912420019251,0.9776572287082657,0.19182246974673944
siamese_temporal_attention_unet,8,0.0003525858295789667,90.34093284606934,0.8084411029253762,0.8736449504209755,0.8397792061701722,0.7238098960966616,0.8397792560950403,0.9855243275674539,0.1881125420889179,0.8178747954609287,0.8937835461681596,0.8541459174680756,0.7454230146654024,0.8541459673697497,0.9871901869773849,0.15919415342256116
siamese_temporal_attention_unet,9,0.00035110113152982147,90.21265888214111,0.8115487318860395,0.8793840777910292,0.8441056757342054,0.7302620528431403,0.8441057256537353,0.9859308821431704,0.18108474163997793,0.8372656040601071,0.8540753223769594,0.8455868799081406,0.7324821173692355,0.8455869299032138,0.9869098067283615,0.16067040582180425
siamese_temporal_attention_unet,10,0.0003494466954390584,90.26103067398071,0.8223225224940384,0.883748650583739,0.8519297300958567,0.7420537221617621,0.8519297800310399,0.9866679523768047,0.17445615652472493,0.839502342933542,0.8888255663168104,0.8634601087160996,0.759727136066826,0.8634601586753905,0.9882033765315994,0.14003131224779963
siamese_temporal_attention_unet,11,0.0003476241540353566,90.28917026519775,0.8243206665339783,0.8897399731635561,0.8557818643574192,0.7479185349089401,0.8557819142845853,0.9869863081514163,0.16621089671134132,0.859360394745489,0.8745506464583316,0.8668889320862948,0.7650521161427479,0.8668889820824698,0.9887290745973571,0.1373772627205625
siamese_temporal_attention_unet,12,0.0003456353059470435,90.44911575317383,0.8302834868982398,0.8870045756391547,0.8577072479998931,0.7508647270551383,0.8577072979453451,0.9872436459144847,0.16699604135833346,0.8649684177875226,0.8713481813520279,0.8681465289593736,0.7670132570346686,0.8681465789587112,0.9888925552368149,0.14552889972918592
siamese_temporal_attention_unet,13,0.0003434821139270656,90.3744945526123,0.8332481215533017,0.8877687066238157,0.8596447775230361,0.7538395476979297,0.8596448274728565,0.9874269078286844,0.16026052823551837,0.8629742681583077,0.885924563997429,0.8742987810242072,0.776670447810233,0.8742988310156095,0.9893094450235351,0.13420002851535173
siamese_temporal_attention_unet,14,0.0003411667029159887,90.18117809295654,0.8366334366597198,0.896131498264744,0.8653609231270523,0.7626751350233943,0.8653609730680999,0.9879020262300295,0.1589183429125278,0.868078131040879,0.8841665636934807,0.8760484384902737,0.7794361940988543,0.8760484884860713,0.9895001798868164,0.12899933434621857
siamese_temporal_attention_unet,15,0.00033869135794493776,89.90806031227112,0.8428351244487235,0.8966586394706905,0.8689141268753723,0.7682124194522637,0.8689141768275009,0.9882832366429015,0.1522672064174647,0.8604661617335804,0.9039363441263081,0.8816657081537035,0.7883741059773655,0.8816657581233661,0.9898171722888931,0.1246794918720866
siamese_temporal_attention_unet,16,0.0003360585218805471,89.91745948791504,0.842977518764874,0.9013522295287533,0.8711880573787365,0.7717743877206127,0.8711881073227391,0.9884453912799276,0.14869282811283646,0.8599467020135653,0.8799904696569758,0.8698530855176428,0.7696815014430383,0.8698531355110201,0.988949298858641,0.15038434739676632
siamese_temporal_attention_unet,17,0.00033327079301414625,90.48954319953918,0.8485413383878359,0.9021925687648319,0.8745448328022483,0.7770588709892899,0.874544882755292,0.9887722422567644,0.14390932014970673,0.8722858274977865,0.8832880961612715,0.8777524359503858,0.7821380532887536,0.8777524859484347,0.9896748960018142,0.13000442281762048
siamese_temporal_attention_unet,18,0.00033033092249755967,90.55038189888,0.8465705885268638,0.902640317707854,0.8737067652402777,0.77573657283156,0.8737068151889031,0.9886882974860371,0.13945608358984563,0.8594363383957869,0.8962289810486468,0.8774470867921704,0.7816532882430667,0.877447136770224,0.9894938021898254,0.1311734768306394
siamese_temporal_attention_unet,19,0.0003272418116280524,90.08191919326782,0.8498498467793888,0.9041799266211052,0.8761734150060216,0.7796340784259419,0.8761734649580502,0.9889232764083346,0.14337419765946466,0.865843421566434,0.9053751276511715,0.8851680719067774,0.7939924747900862,0.8851681218818833,0.9901419878005966,0.12172271818737812
siamese_temporal_attention_unet,20,0.0003240065089850998,90.27359199523926,0.8555646789272068,0.906749013044943,0.8804135015537778,0.7863738907346394,0.8804135515116001,0.9893100545647436,0.13606938852868408,0.8586095356271566,0.8879510046628769,0.8730337581026163,0.774676129909219,0.8730338080885175,0.9891614764928802,0.13525807876965246
siamese_temporal_attention_unet,21,0.00032062820742180753,89.91319799423218,0.8531717797007026,0.9074973947224528,0.8794964262470842,0.7849118342942911,0.8794964761994818,0.9892118582564791,0.1389484072930776,0.8409135599951603,0.923229252329646,0.8801509127682887,0.7859550111769011,0.880150962659441,0.9894485771656021,0.12110377042086284
siamese_temporal_attention_unet,22,0.00031711024091395144,89.80781197547913,0.8557591292491831,0.909303896037072,0.881719298474808,0.7884598085372944,0.881719348428794,0.9894318012709026,0.13696584702937686,0.8580647283538957,0.9077037412632282,0.8821864626820611,0.7892072538220013,0.8821865126425599,0.9898257404565796,0.12353511564543851
siamese_temporal_attention_unet,23,0.0003134560812697454,89.67834711074829,0.8512239544844177,0.9120027426474673,0.8805657699392883,0.7866168779886529,0.8805658198798779,0.9892656669188079,0.13532850203847283,0.8673587194279605,0.9166055929335944,0.8913023688123455,0.8039184299372755,0.8913024187742555,0.9906178712844833,0.11617045485640887
siamese_temporal_attention_unet,24,0.0003096693347035863,89.9455680847168,0.8575539821539483,0.9125554734339884,0.8842001645709114,0.7924362650279196,0.8842002145226362,0.98963213502691,0.13276726021634133,0.8653190474299685,0.9132468926962592,0.8886371531081526,0.7995923613135963,0.8886372030718569,0.9903943240642532,0.11525603344722413
siamese_temporal_attention_unet,25,0.00030575373827715536,90.35639429092407,0.857210167942588,0.9158512276450418,0.8855609200399907,0.7946248705715331,0.8855609699852978,0.9897305520732749,0.1288807340798863,0.8814713996483273,0.8952521563998562,0.8883082843565894,0.7990599928057186,0.8883083343535944,0.9905522912740692,0.11180832154428799
